run_id,arm,protocol,phase,hidden_size,seed,checkpoint,state_capacity,service_case,slice_origin_instructions,simulation_instructions,observed_trace_origin_records,category,configured_max_bytes,observed_peak_bytes,configured_max_kib,observed_peak_kib,scope,note
cold_stride_h0_s7_state0_mac0,stride,cold,final,0,7,,0,0,25000000,25000000,25000000,teacher label availability queue,0,0,0.0,0.0,required logical predictor/trainer storage,"48-byte reserved hardware packets per occupied entry; current co-simulation availability Label uses 24 bytes, excluding host deque overhead"
historical_frozen_i1m_h16_s7_state0_mac0,frozen,historical,final,16,7,i1m,0,0,25000000,25000000,25000004,active FP32 weights,20880,20880,20.390625,20.390625,required logical predictor/trainer storage,
historical_frozen_i1m_h16_s7_state0_mac0,frozen,historical,final,16,7,i1m,0,0,25000000,25000000,25000004,"PC tags, valid/replacement metadata and h/c",NA,8160,NA,7.96875,required logical predictor/trainer storage,UNBOUNDED configured maximum
historical_frozen_i1m_h16_s7_state0_mac0,frozen,historical,final,16,7,i1m,0,0,25000000,25000000,25000004,inference scratch,2176,2176,2.125,2.125,required logical predictor/trainer storage,"fixed arithmetic workspace reservation, not a sampled allocator peak"
historical_frozen_i1m_h16_s7_state0_mac0,frozen,historical,final,16,7,i1m,0,0,25000000,25000000,25000004,active event metadata,56,56,0.0546875,0.0546875,required logical predictor/trainer storage,fixed active packet reservation
historical_frozen_i1m_h16_s7_state0_mac0,frozen,historical,final,16,7,i1m,0,0,25000000,25000000,25000004,decoded delta/address result payload,512,NA,0.5,NA,required logical predictor/trainer storage,
historical_frozen_i1m_h16_s7_state0_mac0,frozen,historical,final,16,7,i1m,0,0,25000000,25000000,25000004,input queue,896,56,0.875,0.0546875,required logical predictor/trainer storage,
historical_frozen_i1m_h16_s7_state0_mac0,frozen,historical,final,16,7,i1m,0,0,25000000,25000000,25000004,output queue,768,48,0.75,0.046875,required logical predictor/trainer storage,
historical_frozen_i1m_h16_s7_state0_mac0,frozen,historical,final,16,7,i1m,0,0,25000000,25000000,25000004,shadow Stride / conventional Stride state,0,0,0.0,0.0,required logical predictor/trainer storage,
historical_frozen_i1m_h16_s7_state0_mac0,frozen,historical,final,16,7,i1m,0,0,25000000,25000000,25000004,teacher label availability queue,0,0,0.0,0.0,required logical predictor/trainer storage,"48-byte reserved hardware packets per occupied entry; current co-simulation availability Label uses 24 bytes, excluding host deque overhead"
historical_frozen_i1m_h8_s7_state0_mac0,frozen,historical,final,8,7,i1m,0,0,25000000,25000000,25000004,active FP32 weights,7632,7632,7.453125,7.453125,required logical predictor/trainer storage,
historical_frozen_i1m_h8_s7_state0_mac0,frozen,historical,final,8,7,i1m,0,0,25000000,25000000,25000004,"PC tags, valid/replacement metadata and h/c",NA,4896,NA,4.78125,required logical predictor/trainer storage,UNBOUNDED configured maximum
historical_frozen_i1m_h8_s7_state0_mac0,frozen,historical,final,8,7,i1m,0,0,25000000,25000000,25000004,inference scratch,1344,1344,1.3125,1.3125,required logical predictor/trainer storage,"fixed arithmetic workspace reservation, not a sampled allocator peak"
historical_frozen_i1m_h8_s7_state0_mac0,frozen,historical,final,8,7,i1m,0,0,25000000,25000000,25000004,active event metadata,56,56,0.0546875,0.0546875,required logical predictor/trainer storage,fixed active packet reservation
historical_frozen_i1m_h8_s7_state0_mac0,frozen,historical,final,8,7,i1m,0,0,25000000,25000000,25000004,decoded delta/address result payload,512,NA,0.5,NA,required logical predictor/trainer storage,
historical_frozen_i1m_h8_s7_state0_mac0,frozen,historical,final,8,7,i1m,0,0,25000000,25000000,25000004,input queue,896,56,0.875,0.0546875,required logical predictor/trainer storage,
historical_frozen_i1m_h8_s7_state0_mac0,frozen,historical,final,8,7,i1m,0,0,25000000,25000000,25000004,output queue,768,48,0.75,0.046875,required logical predictor/trainer storage,
historical_frozen_i1m_h8_s7_state0_mac0,frozen,historical,final,8,7,i1m,0,0,25000000,25000000,25000004,shadow Stride / conventional Stride state,0,0,0.0,0.0,required logical predictor/trainer storage,
historical_frozen_i1m_h8_s7_state0_mac0,frozen,historical,final,8,7,i1m,0,0,25000000,25000000,25000004,teacher label availability queue,0,0,0.0,0.0,required logical predictor/trainer storage,"48-byte reserved hardware packets per occupied entry; current co-simulation availability Label uses 24 bytes, excluding host deque overhead"
historical_frozen_i20m_h16_s7_state0_mac0,frozen,historical,final,16,7,i20m,0,0,25000000,25000000,25000004,active FP32 weights,20880,20880,20.390625,20.390625,required logical predictor/trainer storage,
historical_frozen_i20m_h16_s7_state0_mac0,frozen,historical,final,16,7,i20m,0,0,25000000,25000000,25000004,"PC tags, valid/replacement metadata and h/c",NA,8160,NA,7.96875,required logical predictor/trainer storage,UNBOUNDED configured maximum
historical_frozen_i20m_h16_s7_state0_mac0,frozen,historical,final,16,7,i20m,0,0,25000000,25000000,25000004,inference scratch,2176,2176,2.125,2.125,required logical predictor/trainer storage,"fixed arithmetic workspace reservation, not a sampled allocator peak"
historical_frozen_i20m_h16_s7_state0_mac0,frozen,historical,final,16,7,i20m,0,0,25000000,25000000,25000004,active event metadata,56,56,0.0546875,0.0546875,required logical predictor/trainer storage,fixed active packet reservation
historical_frozen_i20m_h16_s7_state0_mac0,frozen,historical,final,16,7,i20m,0,0,25000000,25000000,25000004,decoded delta/address result payload,512,NA,0.5,NA,required logical predictor/trainer storage,
historical_frozen_i20m_h16_s7_state0_mac0,frozen,historical,final,16,7,i20m,0,0,25000000,25000000,25000004,input queue,896,56,0.875,0.0546875,required logical predictor/trainer storage,
historical_frozen_i20m_h16_s7_state0_mac0,frozen,historical,final,16,7,i20m,0,0,25000000,25000000,25000004,output queue,768,48,0.75,0.046875,required logical predictor/trainer storage,
historical_frozen_i20m_h16_s7_state0_mac0,frozen,historical,final,16,7,i20m,0,0,25000000,25000000,25000004,shadow Stride / conventional Stride state,0,0,0.0,0.0,required logical predictor/trainer storage,
historical_frozen_i20m_h16_s7_state0_mac0,frozen,historical,final,16,7,i20m,0,0,25000000,25000000,25000004,teacher label availability queue,0,0,0.0,0.0,required logical predictor/trainer storage,"48-byte reserved hardware packets per occupied entry; current co-simulation availability Label uses 24 bytes, excluding host deque overhead"
historical_frozen_i20m_h8_s7_state0_mac0,frozen,historical,final,8,7,i20m,0,0,25000000,25000000,25000004,active FP32 weights,7632,7632,7.453125,7.453125,required logical predictor/trainer storage,
historical_frozen_i20m_h8_s7_state0_mac0,frozen,historical,final,8,7,i20m,0,0,25000000,25000000,25000004,"PC tags, valid/replacement metadata and h/c",NA,4896,NA,4.78125,required logical predictor/trainer storage,UNBOUNDED configured maximum
historical_frozen_i20m_h8_s7_state0_mac0,frozen,historical,final,8,7,i20m,0,0,25000000,25000000,25000004,inference scratch,1344,1344,1.3125,1.3125,required logical predictor/trainer storage,"fixed arithmetic workspace reservation, not a sampled allocator peak"
historical_frozen_i20m_h8_s7_state0_mac0,frozen,historical,final,8,7,i20m,0,0,25000000,25000000,25000004,active event metadata,56,56,0.0546875,0.0546875,required logical predictor/trainer storage,fixed active packet reservation
historical_frozen_i20m_h8_s7_state0_mac0,frozen,historical,final,8,7,i20m,0,0,25000000,25000000,25000004,decoded delta/address result payload,512,NA,0.5,NA,required logical predictor/trainer storage,
historical_frozen_i20m_h8_s7_state0_mac0,frozen,historical,final,8,7,i20m,0,0,25000000,25000000,25000004,input queue,896,56,0.875,0.0546875,required logical predictor/trainer storage,
historical_frozen_i20m_h8_s7_state0_mac0,frozen,historical,final,8,7,i20m,0,0,25000000,25000000,25000004,output queue,768,48,0.75,0.046875,required logical predictor/trainer storage,
historical_frozen_i20m_h8_s7_state0_mac0,frozen,historical,final,8,7,i20m,0,0,25000000,25000000,25000004,shadow Stride / conventional Stride state,0,0,0.0,0.0,required logical predictor/trainer storage,
historical_frozen_i20m_h8_s7_state0_mac0,frozen,historical,final,8,7,i20m,0,0,25000000,25000000,25000004,teacher label availability queue,0,0,0.0,0.0,required logical predictor/trainer storage,"48-byte reserved hardware packets per occupied entry; current co-simulation availability Label uses 24 bytes, excluding host deque overhead"
